Lambda,Mean,Std
250,100.02713333333334,0.031211749924237843
251,100.00846666666666,0.01803367220876877
252,99.98563333333333,0.013169029323886037
253,99.98313333333333,0.006171979693202693
254,99.98523333333334,0.009151138362703154
255,99.99713333333334,0.020763991266934633
256,100.00380000000001,0.02527033834359965
257,100.00463333333333,0.0229813692658473
258,99.99823333333335,0.010224643433066033
259,99.99713333333334,0.003265475973474726
260,99.99849999999999,0.011870973001400508
261,99.99916666666667,0.011554364254838516
262,99.99150000000002,0.008407139822795185
263,99.99246666666666,0.0027428695436224563
264,99.99039999999998,0.005311308689956733
265,100.00349999999999,0.0038431757701164315
266,100.01036666666668,0.006703978918026332
267,100.01216666666666,0.0061435603141332526
268,99.99736666666666,0.007478190511968933
269,99.98493333333333,0.003707200201406622
270,99.98713333333335,0.003008875759036216
271,99.98689999999999,0.0033778691508081883
272,99.99143333333335,0.007239705334701346
273,99.98783333333334,0.005159780357087148
274,99.99943333333333,0.0030615900008515635
275,100.00693333333334,0.001320353488022978
276,100.01303333333334,0.004860384072620213
277,100.00999999999999,0.008228608630872464
278,100.00463333333333,0.010127849393299467
279,100.0048,0.0037643060449448792
280,100.00169999999999,0.003044667469527921
281,100.0056,0.009303762679690412
282,100.0038,0.008183520025023547
283,100.01113333333335,0.007849416114170681
284,100.01146666666666,0.0032593455375843077
285,100.01176666666667,0.006642539674955693
286,100.01936666666666,0.010467250514499699
287,100.01853333333334,0.010767698608953396
288,100.01623333333333,0.006539367961309193
289,100.00450000000001,0.004563989482901219
290,100.00733333333335,0.004738494838374983
291,100.01746666666668,0.006429100507329862
292,100.02253333333334,0.0018339392937989204
293,100.01703333333334,0.0008504900548102523
294,100.01150000000001,0.0033045423283747104
295,100.00586666666668,0.00569766033853289
296,100.00909999999999,0.0101370607179825
297,100.00743333333332,0.007800854654028069
298,100.00403333333333,0.0020256686138985973
299,99.98939999999999,0.006496922348310461
300,99.98380000000002,0.0030446674695279214
301,99.98786666666666,0.004864497233360895
302,99.9963,0.007102112361823737
303,100.00086666666668,0.009854102360606284
304,99.9921,0.005369357503461262
305,99.98763333333333,0.008045081313031352
306,99.9929,0.011680753400359952
307,99.99920000000002,0.009303762679690412
308,100.01299999999999,0.01079212675981989
309,100.00776666666667,0.006201075175598129
310,100.01353333333333,0.009375144443326024
311,99.99593333333333,0.0039551653989888
312,99.98053333333333,0.003286842456420048
313,99.96746666666667,0.006331929669009135
314,99.97503333333333,0.007813023315803566
315,99.99303333333334,0.006803920438497892
316,100.00313333333334,0.009505963040815937
317,100.00450000000001,0.012480785231711025
318,100.00553333333333,0.016328298543734385
319,100.0222,0.010113357503818008
320,100.02603333333333,0.004772141378176559
321,100.0209,0.006519969325080133
322,100.00789999999999,0.0028930952283025644
323,100.00079999999998,0.006504613747178207
324,100.00773333333332,0.002542308662086681
325,100.00036666666665,0.005763968540282986
326,99.99770000000001,0.0047843494855645645
327,99.99703333333332,0.0040278199231493774
328,100.00036666666666,0.007922331306711047
329,100.00139999999999,0.0020663978319728823
330,99.9987,0.0005291502622143705
331,99.99796666666667,0.003350124375796995
332,100.00073333333334,0.002050203241954583
333,99.99416666666666,0.004300387579436775
334,99.99493333333334,0.004119870548130572
335,99.99636666666667,0.003693688310264435
336,99.99916666666667,0.004012895878707668
337,99.99116666666667,0.004125934237640924
338,99.99253333333333,0.0007234178138100848
339,99.99203333333332,0.0019655363983722062
340,100.00436666666667,0.0028360771028487896
341,100.00426666666665,0.0026764404221484416
342,100.00976666666666,0.006117461347101808
343,100.00066666666667,0.01005103643080289
344,99.99586666666666,0.006853709457902815
345,99.98816666666669,0.005300314456078537
346,99.98866666666667,0.006591914238927507
347,99.99426666666666,0.010200163397389292
348,100.00533333333334,0.0106547329076471
349,100.00880000000001,0.005957348403444392
350,99.99916666666667,0.004578573285786916
351,99.9887,0.008155366331441639
352,99.99650000000001,0.00603075451332457
353,100.01056666666666,0.0047088569030425366
354,100.01559999999999,0.0026962937525374544
355,100.01146666666666,0.005008326400441303
356,100.00323333333334,0.005396603870332642
357,100.0117,0.010231324449945893
358,100.01243333333333,0.008809275414774387
359,100.02026666666666,0.0015502687938954837
360,100.01166666666666,0.003412232895528757
361,100.01389999999999,0.003176476034850677
362,100.01029999999999,0.0028827070610824394
363,100.01389999999999,0.0013527749258418773
364,100.009,0.0022068076490738145
365,100.0028,0.0054561891462777
366,99.99166666666667,0.004061198509474257
367,99.99273333333333,0.002502665245957367
368,100.00063333333333,0.0015307950004244666
369,100.00773333333335,0.0025403411844366376
370,100.01046666666666,0.00427122152706913
371,100.01173333333332,0.0024704925284881035
372,100.00956666666667,0.006115826463643816
373,100.00296666666667,0.004742713709825705
374,99.99746666666665,0.006536308846230466
375,99.99783333333333,0.0052728866224585206
376,99.99736666666666,0.004980294502674565
377,99.997,0.0039949968710847284
378,99.99713333333334,0.007122031545375255
379,99.99813333333333,0.008376355611680817
380,99.99576666666667,0.004219399641343704
381,99.9953,0.00413279566395608
382,99.99483333333335,0.005366873702011388
383,100.00246666666668,0.0049812983581933624
384,100.00496666666668,0.0011547005383765604
385,100.00736666666667,0.00040414518842974497
