Lambda,Mean,Std
250,88.93513333333334,0.012674909598628652
251,89.0049,0.00962340895940887
252,89.10773333333334,0.006230837289913733
253,89.21076666666666,0.008523105850178497
254,89.31996666666667,0.010217794934983114
255,89.42343333333334,0.008363213098645787
256,89.5374,0.012538341198104916
257,89.63176666666668,0.017137483284702135
258,89.7331,0.01220204900826594
259,89.81826666666666,0.008258530942811884
260,89.9079,0.006990708118642002
261,89.97876666666667,0.007256950691121219
262,90.05126666666666,0.010488724104168139
263,90.1201,0.010283968105743542
264,90.19273333333335,0.008588558280256063
265,90.25876666666666,0.008376355611680816
266,90.31819999999999,0.010872442227948505
267,90.37736666666667,0.006484083075759681
268,90.44260000000001,0.003340658617701713
269,90.49963333333334,0.010364522822271537
270,90.54843333333334,0.008834213792597873
271,90.59349999999999,0.006486139067270474
272,90.63653333333333,0.004350095784388358
273,90.681,0.007308214556238291
274,90.71153333333332,0.007000238091192692
275,90.75893333333333,0.008504900548113384
276,90.80220000000001,0.0078172885324736
277,90.84166666666665,0.006117461347109745
278,90.87400000000001,0.007037755323967792
279,90.91006666666665,0.005762233363316894
280,90.94276666666667,0.0071318534290362836
281,90.97416666666668,0.002375570107013506
282,91.00273333333332,0.0030088757590444027
283,91.03869999999999,0.007312318373811725
284,91.06656666666667,0.008895129753596843
285,91.09433333333334,0.01145614827650411
286,91.12336666666666,0.006027713773342199
287,91.14253333333333,0.0035345909711561206
288,91.16300000000001,0.008231038816575461
289,91.18430000000001,0.009642095207996424
290,91.20073333333335,0.01313861991737398
291,91.22233333333332,0.009025704035331332
292,91.24686666666666,0.009762342615038958
293,91.28376666666668,0.0018770544300407543
294,91.3091,0.00365923489270651
295,91.33596666666666,0.0027428695436193477
296,91.35326666666667,0.008109459496988738
297,91.36526666666667,0.008303212229812553
298,91.37713333333333,0.010818656724997964
299,91.4015,0.007621679604919191
300,91.42899999999999,0.01070140177733729
301,91.4448,0.0041581245772521706
302,91.45006666666667,0.0018556220879597635
303,91.45876666666668,0.006640281118550045
304,91.48223333333333,0.007086842268125447
305,91.54806666666667,0.0038030689361794306
306,91.60076666666667,0.006559217432994562
307,91.6497,0.004348562981028263
308,91.6596,0.009656086163661752
309,91.6733,0.010013490899786308
310,91.67603333333334,0.01306381771662998
311,91.69683333333334,0.004738494838374983
312,91.717,0.01129734482079862
313,91.74023333333332,0.008441761269625273
314,91.74186666666667,0.008438799282673262
315,91.76116666666667,0.002926317367156313
316,91.772,0.003915354390086063
317,91.78989999999999,0.005311308689954459
318,91.78733333333334,0.01245565467301337
319,91.79426666666667,0.012051694210084478
320,91.80579999999999,0.01136177802986708
321,91.8172,0.011821590417535933
322,91.83286666666667,0.005101307022067307
323,91.79583333333333,0.002773685875032071
324,91.77176666666666,0.004037738641032085
325,91.73863333333334,0.0074875452141134
326,91.7571,0.004233202097701536
327,91.77096666666667,0.0033005050118622803
328,91.7858,0.009829038610163205
329,91.78516666666667,0.009487535682847374
330,91.78693333333332,0.0013012814197301498
331,91.80006666666667,0.008169659315622703
332,91.81013333333334,0.008183112692205835
333,91.82060000000001,0.0008185352771849032
334,91.82350000000001,0.0031511902513157008
335,91.83153333333333,0.0021221058723199563
336,91.84236666666668,0.0036555893277802937
337,91.84803333333333,0.003931072796743086
338,91.86149999999999,0.0035594943461105277
339,91.863,0.008981647955689355
340,91.8608,0.005980802621727402
341,91.86113333333333,0.003946306289851963
342,91.86590000000001,0.004677606225413977
343,91.88406666666667,0.0036774085078106807
344,91.89359999999999,0.008928605714225976
345,91.90366666666667,0.005101307022058486
346,91.90876666666668,0.008069902932085316
347,91.91519999999998,0.00589660919512192
348,91.9283,0.007330075033726079
349,91.93053333333334,0.0025579940057258925
350,91.935,0.004158124577262081
351,91.93923333333333,0.0020840665376494756
352,91.94543333333336,0.0025540817005979305
353,91.9481,0.005919459434773864
354,91.95383333333332,0.005745723047046833
355,91.95799999999998,0.005741950887981663
356,91.9634,0.0057584720195523785
357,91.96696666666666,0.003925981830496715
358,91.97133333333333,0.003231614663492181
359,91.97803333333333,0.0007571877794357694
360,91.97746666666667,0.0048583261863823475
361,91.98143333333333,0.005604759881865148
362,91.98106666666666,0.003292921701672332
363,91.97673333333334,0.0015044378795196038
364,91.97643333333333,0.0026633312473915973
365,91.97996666666667,0.0011503622617780622
366,91.98356666666668,0.0025890796305535536
367,91.97753333333333,0.0033486315612961275
368,91.96556666666667,0.00622280751215602
369,91.95806666666665,0.004913586605864009
370,91.95223333333333,0.004614469994845845
371,91.9486,0.0029461839725306513
372,91.99459999999999,0.005023942674834905
373,92.04070000000002,0.0058386642307978395
374,92.09460000000001,0.003364520768251061
375,92.0951,0.004686149805547627
376,92.09356666666666,0.0035345909711479453
377,92.09683333333334,0.0063579346751406205
378,92.10146666666667,0.0008144527815273172
379,92.11719999999998,0.0019313207915817906
380,92.11500000000001,0.0012165525060544725
381,92.12013333333334,0.0007767453465116107
382,92.11653333333334,0.0025794056162860273
383,92.11656666666666,0.0009291573243190328
384,92.11680000000001,0.005802585630562101
385,92.12626666666667,0.0034501207708338547
386,92.13380000000001,0.0030049958402663898
387,92.13646666666666,0.002916047553337184
388,92.1333,0.00493862328994191
389,92.14266666666667,0.008122397018940351
390,92.14673333333333,0.006326399713366664
391,92.15223333333331,0.0025735837529267
392,92.1531,0.003555277766925944
393,92.16353333333332,0.007078370810669354
394,92.16336666666668,0.006975910932153646
395,92.15903333333334,0.004423045707806838
396,92.15230000000001,0.0026210684844164933
397,92.1526,0.001322875655530555
398,92.1595,0.0006928203230341409
