Lambda,Mean,Std
250,84.57620000000001,0.01238184154316304
251,84.59113333333333,0.009710990337415645
252,84.60593333333334,0.013121483655950563
253,84.62866666666666,0.01482880080564227
254,84.64726666666667,0.01106541157541308
255,84.67173333333334,0.002100793500877209
256,84.7076,0.008501764522731318
257,84.7352,0.010428806259580361
258,84.76763333333334,0.011873219164718948
259,84.79646666666667,0.0034428670223120086
260,84.82583333333334,0.004596012764709893
261,84.84660000000001,0.0118317369815265
262,84.86176666666667,0.015826981181934333
263,84.87960000000001,0.008389874850080354
264,84.90436666666666,0.004680099714036326
265,84.9199,0.0051068581339234935
266,84.94196666666666,0.003942503434792259
267,84.96303333333333,0.005450076452068686
268,84.99426666666666,0.0049973326218427224
269,85.0149,0.010138540328861415
270,85.03446666666666,0.006998094978874707
271,85.05553333333333,0.006700248751603321
272,85.07426666666667,0.0042003968066513814
273,85.09440000000001,0.005086255990415949
274,85.10203333333334,0.005424327915362831
275,85.12509999999999,0.0007937253933161845
276,85.14286666666668,0.0016196707484306236
277,85.16553333333333,0.0022501851775645677
278,85.18586666666668,0.006735230755760095
279,85.21443333333333,0.006715901527968149
280,85.2348,0.0033511192160278016
281,85.2505,0.007285602240030102
282,85.26916666666666,0.011702278980325657
283,85.28846666666666,0.005510293398118632
284,85.3098,0.003900000000001569
285,85.32343333333334,0.012888884099620761
286,85.346,0.007199999999997431
287,85.36110000000001,0.0038223029707228286
288,85.37760000000002,0.009081299466486295
289,85.39583333333333,0.01150927162479398
290,85.40523333333334,0.007689169872836811
291,85.4147,0.007275300681075142
292,85.43233333333332,0.004118656738951072
293,85.46409999999999,0.004686149805543079
294,85.49033333333334,0.005729165151512203
295,85.51303333333334,0.006661331198289753
296,85.5253,0.0016822603841282762
297,85.53573333333333,0.007186329614857603
298,85.5448,0.003973663297264093
299,85.56943333333334,0.008271839779235077
300,85.59660000000001,0.007808328886517309
301,85.61016666666666,0.005953430383682389
302,85.60726666666666,0.0068090625884468505
303,85.6053,0.006559725604016355
304,85.62196666666667,0.010986051762726715
305,85.66786666666667,0.006412747721013701
306,85.70436666666667,0.00801332224070462
307,85.73943333333334,0.004724757489365787
308,85.75246666666668,0.00548847276875439
309,85.77346666666666,0.010110555540290249
310,85.77796666666666,0.006401041581908627
311,85.7949,0.0037242448899045444
312,85.8116,0.004331281565537683
313,85.83686666666667,0.007333030296766402
314,85.84243333333332,0.010597326706921121
315,85.85993333333333,0.008013322240699654
316,85.86986666666667,0.005142308171760774
317,85.88916666666667,0.0033126021996840106
318,85.89119999999998,0.010886229834063737
319,85.90159999999999,0.008101851640210472
320,85.91453333333334,0.0025006665777990555
321,85.92796666666668,0.0015502687938994558
322,85.9508,0.010047885349665569
323,85.95820000000002,0.011588356225105885
324,85.97496666666666,0.013439618050129021
325,85.97363333333334,0.005848361593929362
326,85.99206666666667,0.007005949852332956
327,86.00243333333333,0.006353214409517649
328,86.02183333333333,0.007975796720912713
329,86.02463333333334,0.0023713568549089074
330,86.03173333333332,0.0018502252115216403
331,86.04433333333334,0.004960174728106492
332,86.05933333333333,0.0036226141573893014
333,86.07366666666667,0.0014571661996234657
334,86.07726666666666,0.006120729803978448
335,86.08683333333333,0.005870547958526936
336,86.09913333333334,0.007256950691118248
337,86.11376666666666,0.004324735059317722
338,86.1271,0.005456189146277961
339,86.13013333333333,0.002872861523517975
340,86.13600000000001,0.003928103868280632
341,86.141,0.008296384754815539
342,86.15253333333334,0.003906831623367626
343,86.1622,0.003634556369081584
344,86.17533333333331,0.0028095076674282678
345,86.18696666666665,0.0029280255008037152
346,86.19876666666669,0.006446963109347577
347,86.20616666666668,0.004277070648623678
348,86.21356666666667,0.002706165799307061
349,86.21826666666668,0.003842308333975146
350,86.22160000000001,0.0015132745950388635
351,86.2318,0.005483611948343098
352,86.23743333333334,0.005401234426809378
353,86.24383333333333,0.005558177159227046
354,86.24739999999998,0.009355212450824005
355,86.25233333333334,0.004147690120221173
356,86.25886666666668,0.0025579940057258925
357,86.26593333333334,0.0057422411420332406
358,86.27306666666668,0.0009291573243159738
359,86.2792,0.0019924858845133753
360,86.28373333333333,0.0025006665778062533
361,86.28949999999999,0.001769180601296712
362,86.29583333333333,0.003931072796743086
363,86.29926666666665,0.0019502136635108124
364,86.30653333333333,0.0037819747927970338
365,86.31793333333333,0.006833983708884187
366,86.3279,0.0011135528725672375
367,86.3322,0.002338803112709115
368,86.32963333333333,0.0025383721817949867
369,86.33049999999999,0.0032969683043653658
370,86.3347,0.0020999999999996733
371,86.34183333333334,0.0031501322723569295
372,86.36956666666667,0.0034775470282013164
